Associated User,Machine Name,Delivery Group,Session Start Time,Session End Time,Session Duration (hr:min)
estewart7,ADCF\FACAD3PDECX07P,SAS,12/4/2017 7:36:20 AM,12/4/2017 5:49:16 PM,10:12
jbergevin,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 1:39:13 PM,12/1/2017 1:45:27 PM,0:6
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 1:21:16 PM,12/1/2017 3:50:29 PM,2:29
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:39:18 AM,12/4/2017 12:49:10 PM,6:9
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/7/2017 9:43:48 AM,12/7/2017 11:01:57 AM,1:18
fhuante2,ADCF\FACAD3PDECX07P,SAS,12/6/2017 3:56:13 PM,12/6/2017 5:11:16 PM,1:15
acondon2,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 9:02:01 AM,12/6/2017 6:17:19 PM,9:15
aallen13,ADCF\FACAD3PDECX07P,SAS,12/7/2017 9:13:41 AM,12/7/2017 8:09:28 PM,10:55
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 11:37:23 AM,12/1/2017 4:43:05 PM,5:5
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 7:35:56 AM,12/7/2017 3:31:30 PM,7:55
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 3:23:54 PM,12/7/2017 4:43:20 PM,1:19
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 7:48:59 AM,12/6/2017 3:10:59 PM,7:21
fhuante2,ADCF\FACAD3PDECX07P,SAS,12/4/2017 10:13:24 AM,12/4/2017 10:33:05 AM,0:19
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 12:01:54 PM,12/5/2017 4:07:59 PM,4:6
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/6/2017 11:42:51 AM,12/6/2017 11:48:45 AM,0:5
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/7/2017 4:42:04 AM,12/7/2017 2:36:27 PM,9:54
supgde,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 10:31:37 AM,12/5/2017 11:02:29 AM,0:30
ksullivan7,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 2:13:34 PM,12/1/2017 9:54:50 PM,7:41
tho3,ADCF\FACAD3PDECX07P,SAS,12/2/2017 1:52:52 PM,12/2/2017 4:36:47 PM,2:43
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 7:59:49 AM,12/5/2017 4:16:10 PM,8:16
jkazman,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 1:58:04 PM,12/4/2017 3:10:06 PM,1:12
fmollah0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 2:10:26 PM,12/7/2017 3:13:29 PM,1:3
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/7/2017 5:19:21 PM,12/8/2017 12:05:42 AM,6:46
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 9:02:30 AM,12/4/2017 1:44:44 PM,4:42
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 1:44:15 PM,12/1/2017 3:53:45 PM,2:9
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/4/2017 10:41:19 AM,12/4/2017 5:11:04 PM,6:29
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 9:21:26 AM,12/4/2017 9:45:28 AM,0:24
ihwang2,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 11:30:26 AM,12/4/2017 3:48:10 PM,4:17
divester2,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 8:43:54 AM,12/1/2017 10:17:04 AM,1:33
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/5/2017 6:42:29 AM,12/5/2017 8:07:53 AM,1:25
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 12:02:42 PM,12/1/2017 5:23:23 PM,5:20
kmartin22,ADCF\FACAD3PDECX07P,SAS,12/8/2017 6:04:41 AM,Running,3:37
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/7/2017 9:21:11 AM,12/7/2017 4:51:19 PM,7:30
zpeters2,ADCF\FACAD3PDECX07P,SAS,12/4/2017 9:11:39 AM,12/4/2017 12:26:45 PM,3:15
supgde,ADCF\FACAD3PDECX07P,SAS,12/5/2017 10:30:27 AM,12/5/2017 11:01:58 AM,0:31
aking20,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:33:47 AM,12/4/2017 6:36:28 AM,0:2
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/6/2017 8:14:43 AM,12/6/2017 1:03:26 PM,4:48
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 12:34:41 PM,12/7/2017 1:56:24 PM,1:21
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/8/2017 6:17:06 AM,12/8/2017 8:31:39 AM,2:14
rarmenta2,ADCF\FACAD3PDECX07P,SAS,12/4/2017 8:57:11 AM,12/4/2017 11:15:12 AM,2:18
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,12/6/2017 5:10:59 AM,12/6/2017 4:11:50 PM,11:0
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/8/2017 4:46:13 AM,12/8/2017 5:20:01 AM,0:33
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 10:45:15 AM,12/4/2017 5:02:45 PM,6:17
acondon2,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 2:37:59 PM,12/6/2017 4:12:05 PM,1:34
aallen13,ADCF\FACAD3PDECX07P,SAS,12/6/2017 1:44:27 PM,12/6/2017 4:11:51 PM,2:27
fhuante2,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 12:14:29 PM,12/4/2017 12:21:42 PM,0:7
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 8:22:55 AM,12/5/2017 4:23:09 PM,8:0
aallen13,ADCF\FACAD3PDECX07P,SAS,12/1/2017 8:55:44 AM,12/1/2017 1:59:00 PM,5:3
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/1/2017 8:27:07 AM,12/1/2017 2:26:51 PM,5:59
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 7:46:35 AM,12/6/2017 4:12:14 PM,8:25
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/29/2017 2:39:40 PM,12/1/2017 11:57:15 AM,45:17
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,12/6/2017 6:44:20 AM,Running,50:57
sschwab2,ADCF\FACAD3PDECX07P,SAS,12/3/2017 6:31:43 PM,12/3/2017 7:38:41 PM,1:6
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:00:55 AM,12/4/2017 7:37:41 AM,1:36
pwolf4,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 8:51:31 AM,12/5/2017 7:00:13 PM,10:8
tho3,ADCF\FACAD3PDECX07P,SAS,12/3/2017 2:55:55 PM,12/3/2017 5:20:56 PM,2:25
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 1:33:08 PM,12/4/2017 3:42:57 PM,2:9
rschrag,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 9:10:19 AM,12/6/2017 11:04:15 AM,1:53
sschwab2,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 4:31:14 AM,12/7/2017 11:20:25 PM,42:49
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/4/2017 6:30:13 AM,12/4/2017 3:38:38 PM,9:8
cwelsh2,ADCF\FACAD3PDECX07P,SAS,12/6/2017 12:03:20 PM,12/6/2017 4:11:50 PM,4:8
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 10:42:55 AM,12/4/2017 5:12:31 PM,6:29
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 9:10:06 AM,12/1/2017 11:23:36 AM,2:13
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 7:26:03 AM,12/5/2017 4:04:05 PM,8:38
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/5/2017 2:16:36 PM,12/5/2017 2:22:28 PM,0:5
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 7:58:20 AM,Running,1:43
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/8/2017 8:38:33 AM,12/8/2017 8:59:36 AM,0:21
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 2:01:14 PM,12/7/2017 3:06:40 PM,1:5
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 8:08:10 AM,12/7/2017 6:37:33 AM,22:29
supgde,ADCF\FACAD3PDECX07P,SAS,12/7/2017 11:01:54 AM,12/7/2017 11:09:17 AM,0:7
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 7:30:23 AM,12/1/2017 10:05:19 AM,2:34
estewart7,ADCF\FACAD3PDECX07P,SAS,12/8/2017 7:25:17 AM,Running,2:16
kszeto0,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 1:20:18 PM,12/5/2017 4:05:05 PM,2:44
pwolf4,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 3:09:17 PM,12/4/2017 7:24:27 PM,4:15
tng9,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:21:24 AM,12/4/2017 8:22:29 AM,2:1
cmcnary0,ADCF\FACAD3PDECX07P,SAS,12/4/2017 10:24:35 PM,12/4/2017 10:55:55 PM,0:31
cwelsh2,ADCF\FACAD3PDECX07P,SAS,12/3/2017 10:59:05 PM,12/4/2017 4:40:42 PM,17:41
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/7/2017 8:06:27 AM,12/7/2017 4:12:27 PM,8:6
ksmith67,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 10:21:07 AM,12/7/2017 4:36:54 AM,18:15
jkazman,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 5:48:52 AM,12/5/2017 8:46:10 AM,2:57
shawkins,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 10:52:37 AM,12/6/2017 12:55:54 PM,2:3
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,12/5/2017 9:07:45 AM,12/6/2017 3:37:59 AM,18:30
acondon2,ADCF\FACAD3PDECX07P,SAS,12/6/2017 1:42:18 PM,12/6/2017 2:45:28 PM,1:3
kmartin22,ADCF\FACAD3PDECX07P,SAS,12/7/2017 5:03:54 AM,12/7/2017 7:17:01 AM,2:13
ksullivan7,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 9:55:49 AM,12/1/2017 10:59:18 PM,13:3
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/5/2017 8:21:03 AM,12/5/2017 4:20:01 PM,7:58
estewart7,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 7:05:52 AM,12/5/2017 3:48:09 PM,8:42
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 7:59:29 AM,12/1/2017 11:29:54 AM,3:30
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/3/2017 11:35:43 AM,12/3/2017 12:42:41 PM,1:6
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 1:18:53 PM,12/1/2017 2:38:42 PM,1:19
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 2:49:02 PM,12/5/2017 2:50:44 PM,0:1
jkegel0,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 7:27:42 AM,12/6/2017 1:33:56 PM,30:6
mbacolod0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 12:33:58 PM,12/4/2017 12:49:37 PM,0:15
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,12/4/2017 12:11:44 AM,12/4/2017 4:38:27 AM,4:26
jbonnie0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 9:17:38 AM,12/4/2017 3:13:29 PM,5:55
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:25:43 AM,12/5/2017 3:14:23 AM,20:48
fhuante2,ADCF\FACAD3PDECX07P,SAS,12/6/2017 9:50:15 AM,12/6/2017 12:14:40 PM,2:24
sschwab2,ADCF\FACAD3PDECX07P,SAS,12/4/2017 2:15:46 PM,12/5/2017 8:27:08 AM,18:11
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 12:45:57 PM,12/1/2017 2:18:45 PM,1:32
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/5/2017 6:50:07 AM,12/5/2017 3:10:40 PM,8:20
acondon2,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 11:57:31 AM,12/1/2017 5:50:56 PM,5:53
kroenfeldt0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 8:53:04 AM,12/4/2017 10:13:33 AM,1:20
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 10:12:23 AM,12/1/2017 1:36:03 PM,3:23
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/5/2017 11:52:25 AM,12/5/2017 1:22:43 PM,1:30
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 11:11:43 AM,12/4/2017 11:58:51 AM,0:47
kliu3,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 2:40:10 PM,12/4/2017 4:18:04 PM,1:37
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/8/2017 7:56:16 AM,Running,1:45
myi12,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 9:34:42 AM,12/6/2017 4:37:37 PM,7:2
kliu3,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 1:52:58 PM,12/1/2017 4:44:29 PM,2:51
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/3/2017 11:51:17 AM,12/3/2017 2:23:32 PM,2:32
jkazman,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 6:42:50 AM,12/4/2017 8:58:58 AM,2:16
estewart7,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 7:12:53 AM,12/7/2017 4:20:54 PM,9:8
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/1/2017 8:00:12 AM,12/1/2017 12:15:56 PM,4:15
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/5/2017 6:40:58 AM,12/5/2017 6:42:24 AM,0:1
kroenfeldt0,ADCF\FACAD3PDECX07P,SAS,12/7/2017 2:41:43 PM,12/7/2017 3:49:25 PM,1:7
dbartolanzo0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/7/2017 10:18:51 AM,12/7/2017 10:26:40 AM,0:7
pwolf4,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 8:33:59 AM,12/1/2017 3:52:20 PM,7:18
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 12:24:00 PM,12/4/2017 1:55:51 PM,1:31
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 3:26:25 PM,12/6/2017 4:58:56 PM,1:32
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/1/2017 10:11:30 AM,12/1/2017 1:27:41 PM,3:16
jfisher11,ADCF\FACAD3PDECX07P,SAS,12/6/2017 4:24:39 PM,12/6/2017 4:26:25 PM,0:1
kmartin22,ADCF\FACAD3PDECX07P,SAS,12/4/2017 4:57:26 AM,12/5/2017 12:43:03 AM,19:45
esadikova0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:26:59 AM,12/4/2017 11:57:01 AM,5:30
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/4/2017 10:38:18 AM,12/4/2017 5:09:48 PM,6:31
kliu3,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 11:09:45 AM,12/5/2017 3:50:21 PM,4:40
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 6:28:17 AM,12/5/2017 6:50:40 AM,0:22
aallen13,ADCF\FACAD3PDECX07P,SAS,12/1/2017 2:36:03 PM,12/1/2017 5:42:55 PM,3:6
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/4/2017 4:41:32 AM,12/4/2017 6:28:50 AM,1:47
supgde,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 10:29:55 AM,12/5/2017 11:01:53 AM,0:31
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 8:57:15 AM,12/1/2017 9:30:35 AM,0:33
alathrop0,ADCF\FACAD3PDECX08P,SPSS,12/7/2017 12:40:22 PM,12/7/2017 6:03:19 PM,5:22
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 8:03:52 AM,12/4/2017 10:40:19 AM,2:36
atrexler0,ADCF\FACAD3PDECX07P,SAS,12/6/2017 6:38:08 AM,12/6/2017 2:53:02 PM,8:14
aking20,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 12:45:34 PM,12/4/2017 12:47:47 PM,0:2
rmomberger0,ADCF\FACAD3PDECX07P,SAS,12/1/2017 1:09:32 PM,12/1/2017 3:21:46 PM,2:12
tng9,ADCF\FACAD3PDECX06P,UNIV_SAS,12/5/2017 10:58:24 AM,12/5/2017 1:47:38 PM,2:49
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,12/6/2017 6:49:52 AM,12/6/2017 2:27:41 PM,7:37
kmartin22,ADCF\FACAD3PDECX07P,SAS,12/5/2017 7:02:01 AM,12/5/2017 3:03:52 PM,8:1
jfisher11,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 8:10:03 AM,12/7/2017 4:14:08 PM,8:4
jwei22,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 7:13:47 AM,12/4/2017 3:56:35 PM,8:42
kliu3,ADCF\FACAD3PDECX08P,SPSS,12/3/2017 1:39:13 PM,12/3/2017 4:47:40 PM,3:8
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/1/2017 6:40:04 AM,12/1/2017 2:44:53 PM,8:4
sschwab2,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 7:27:57 AM,12/5/2017 10:38:27 PM,15:10
supgde,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 3:21:30 PM,12/6/2017 4:46:18 PM,1:24
mseibert0,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 7:36:49 AM,Running,2:5
kevin.mason,ADCF\FACAD3PDECX07P,SAS,12/5/2017 10:29:33 AM,12/5/2017 10:58:20 AM,0:28
fhuante2,ADCF\FACAD3PDECX07P,SAS,12/6/2017 1:04:47 PM,12/6/2017 2:15:58 PM,1:11
abhasker2,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 10:43:04 AM,12/1/2017 12:23:35 PM,1:40
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 9:03:23 AM,12/1/2017 3:31:01 PM,6:27
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 8:45:39 AM,12/6/2017 4:40:20 PM,7:54
khawley2,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 2:36:11 PM,12/6/2017 2:38:07 PM,0:1
myi12,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 7:15:39 AM,12/7/2017 9:48:02 AM,2:32
acondon2,ADCF\FACAD3PDECX05P,Analysts,12/8/2017 8:49:15 AM,Running,0:52
aalbin0,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 7:21:19 AM,12/6/2017 4:12:10 PM,8:50
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/6/2017 2:19:17 PM,12/6/2017 3:24:38 PM,1:5
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 9:17:31 AM,12/1/2017 10:19:53 AM,1:2
